"","trackCensoredName","price","trackId","iphone","ipad","primaryGenreId","genreIds","formattedPrice","averageUserRating","userRatingCount"
"322","HTML Egg Pro Website Designer",9.99,914642279,0,1,6000,"6000,6007,","9.99 USD",4.5,22
"323","eHR Service",0,920257908,1,1,6000,"6000,6017,","Free",2.5,22
"324","Jive Chime: Team Communications",0,925939417,1,1,6000,"6000,6007,","Free",4,22
"325","Connect - Live Support",0,949016117,1,1,6000,"6000,","Free",5,22
"326","Your Strategy Needs a Strategy",0,951248714,1,1,6000,"6000,6014,7017,","Free",4,22
"327","HBDI®",0,953195592,1,1,6000,"6000,6017,","Free",4.5,22
"328","Timer Log: StopWatch and Timer",0,959087377,1,1,6000,"6000,6002,","Free",4,22
"329","Entrepreneur: Inspirational Leadership Quotes for Business Success",0,968297310,1,1,6000,"6000,6007,","Free",4.5,22
"330","ACV Auctions",0,969808943,1,1,6000,"6000,6002,","Free",4.5,22
"331","MyPetsWellness",0,971941597,1,1,6000,"6000,6012,","Free",3,22
"332","Touchpoint",0,973955550,1,1,6000,"6000,6002,","Free",3,22
"333","iScan PRO - Instant document scanner & translator",4.99,996887663,1,1,6000,"6000,6007,","4.99 USD",3,22
"334","myServiceJOBS Work Order Mgmt",0,1013466457,1,1,6000,"6000,","Free",4.5,22
"335","Merchant Services",0,1015155779,1,1,6000,"6000,6015,","Free",5,22
"336","Sulekha Properties",0,1033814486,1,1,6000,"6000,6002,","Free",2,22
"337","Inventory app - Zoho",0,1037960494,1,1,6000,"6000,6015,","Free",2.5,22
"338","Tapview",0,1042688734,1,1,6000,"6000,6002,","Free",2,22
"339","Mojo On The Go!",0,1051036443,1,1,6000,"6000,6007,","Free",2.5,22
"340","BOSS Small Business Accounting",0,1051218771,1,1,6000,"6000,6015,","Free",4.5,22
"341","Ghaseel غسيل",0,1052534178,1,1,6000,"6000,6012,","Free",4,22
"342","وزارة الخدمة المدنية",0,1053816867,1,1,6000,"6000,","Free",3.5,22
"343","Staffmatch",0,1054432590,1,1,6000,"6000,","Free",3.5,22
"344","ISNetworld",0,1060652856,1,1,6000,"6000,","Free",4.5,22
"345","Business Card Creator - Create Custom Design & Print Your Own Visiting Card",0,1071375571,1,1,6000,"6000,6012,","Free",2.5,22
"346","SERVIZ Pro",0,1075687300,1,1,6000,"6000,","Free",3.5,22
"347","Yell for Business",0,1078222002,1,1,6000,"6000,6002,","Free",3.5,22
"348","Job Minute",0,1082841482,1,1,6000,"6000,6012,","Free",3,22
"349","PDF Scanner - Easy to Use!",0,1086442662,1,1,6000,"6000,6002,","Free",4.5,22
"350","Amway India Digital Tool Box-M",0,1087710829,1,1,6000,"6000,","Free",4.5,22
"351","WellRyde",0,1090085880,1,1,6000,"6000,6007,","Free",3,22
"352","JobNinja - Swipe zum neuen Job",0,1090387508,1,1,6000,"6000,6012,","Free",4,22
"353","VGPro",0,1106912884,1,1,6000,"6000,6007,","Free",4.5,22
"354","Lazyguys",0,1114908544,1,1,6000,"6000,6024,","Free",3.5,22
"355","TotalScan: Document Scanner",0,1119158237,1,1,6000,"6000,6007,","Free",4.5,22
"356","Joispot WiFi",0,1120630161,1,1,6000,"6000,6002,","Free",3,22
"357","Guest-Book",0,1128125778,1,1,6000,"6000,6003,","Free",5,22
"358","National FFA Convention & Expo",0,1134109886,1,1,6000,"6000,","Free",5,22
"359","ezBid",0,1135265295,1,1,6000,"6000,","Free",4.5,22
"360","Libra Law Practice Management",0,1145278921,1,1,6000,"6000,6007,","Free",4,22
"361","Ahazou Pro",0,1145988660,1,1,6000,"6000,6005,","Free",4.5,22
"362","Bizzin'",0,1151528377,1,1,6000,"6000,6007,","Free",5,22
"363","137",0,1157956848,1,1,6000,"6000,6007,","Free",2.5,22
"364","Kurdistan Borsa-Iraq",0,1175422834,1,1,6000,"6000,","Free",4.5,22
"365","MCX LIVE by DIGIPLUS",0,1178714948,1,1,6000,"6000,","Free",5,22
"366","SurfPro VPN – Wifi Protection",0,1180573518,1,1,6000,"6000,6007,","Free",4,22
"367","Square - Retail Point of Sale",0,1200091899,0,1,6000,"6000,6015,","Free",3.5,22
"368","PDF Scanner App -",0,1206826577,1,1,6000,"6000,","Free",3.5,22
"369","Willhem Mina sidor",0,1215039629,1,1,6000,"6000,6012,","Free",2,22
"370","Call Recorder : Record Phone Calls",2.99,1217781615,1,0,6000,"6000,6002,","2.99 USD",3.5,22
"371","Alibi Witness 2.0",0,1235535523,1,1,6000,"6000,6002,","Free",2.5,22
"372","Scan-IT to Office",0,1241932661,1,1,6000,"6000,6002,","Free",4.5,22
"373","ASD Market Week Events",0,1254189085,1,1,6000,"6000,","Free",4,22
"374","Sistema de Consumo Inteligente",0,1266524057,1,1,6000,"6000,6002,","Free",4.5,22
"375","Ship.Cars, more than an ePOD",0,1271063208,1,1,6000,"6000,6007,","Free",4,22
"376","The CMG Pepper",0,1275081666,1,1,6000,"6000,","Free",2,22
"377","myWorkforce",0,1277351084,1,1,6000,"6000,","Free",2,22
"378","Kuvera Global",0,1281524920,1,1,6000,"6000,","Free",4.5,22
"379","Oracle Events 19",0,1281632102,1,1,6000,"6000,6002,","Free",2.5,22
"380","MySphere - Instant Networking",0,1282882854,1,1,6000,"6000,6005,","Free",4.5,22
"381","Superpowers by SYPartners",2.99,1309752471,1,1,6000,"6000,6006,","2.99 USD",5,22
"382","实话",0,1327179763,1,1,6000,"6000,6005,","Free",5,22
"383","颜如玉黄金屋智慧系统",0,1337550098,1,1,6000,"6000,","Free",4.5,22
"384","NRI Navigator",0,1352259381,1,1,6000,"6000,6010,","Free",5,22
"385","Qwik Ride - Free Ride App",0,1370414871,1,1,6000,"6000,","Free",2.5,22
"386","Invoice Me Now with estimates",0,1438838585,1,1,6000,"6000,6015,","Free",5,22
"387","Cue Cards",1.99,328927203,1,1,6000,"6000,6007,","1.99 USD",2.5,21
"388","Archangel Ops",14.99,343889708,1,1,6000,"6000,6007,","14.99 USD",2.5,21
"389","InterviewWow",0,377605447,1,1,6000,"6000,6007,","Free",3.5,21
"390","HVAC Residential Load Calcs",34.99,385141836,1,1,6000,"6000,6007,","34.99 USD",3.5,21
"391","Consignor Login",0,386817869,1,1,6000,"6000,","Free",3,21
"392","FatStax for Sales",0,393591979,1,1,6000,"6000,6007,","Free",4,21
"393","RAID calculator",0,395601653,1,1,6000,"6000,6007,","Free",3,21
"394","ReconPro",0,399296997,1,1,6000,"6000,6007,","Free",3,21
"395","iForm ES",0,399728606,1,1,6000,"6000,6007,","Free",4,21
"396","Military Transition Job Skills",0,402159304,1,1,6000,"6000,6012,","Free",2.5,21
"397","SAP Note Viewer for iPad",0,406435671,0,1,6000,"6000,6002,","Free",4,21
"398","Chemical Compatibility Database",0,408288716,1,1,6000,"6000,6002,","Free",4,21
"399","YRC Freight",0,412432424,1,1,6000,"6000,","Free",3.5,21
"400","iTeleCenter",0,426417970,1,1,6000,"6000,","Free",4.5,21
"401","iHerd",0,427123687,1,1,6000,"6000,6007,","Free",2,21
"402","Cloud App",0,427602579,0,1,6000,"6000,","Free",3,21
"403","My_Visonic",0,438743950,1,1,6000,"6000,6002,","Free",1.5,21
"404","Dr. Dobbs",0,439726793,0,1,6000,"6000,6009,","Free",2.5,21
"405","Store Master",0,442373988,0,1,6000,"6000,6015,","Free",3,21
"406","FEX Mobile",0,444486610,1,1,6000,"6000,6015,","Free",2.5,21
"407","EMC Documentum Mobile",0,456009351,1,1,6000,"6000,","Free",4,21
"408","Chart Maker",0.99,460815362,0,1,6000,"6000,6007,","0.99 USD",2.5,21
"409","Belly for Business",0,467100880,0,1,6000,"6000,6012,","Free",3.5,21
"410","iG Inspect",0,467500466,0,1,6000,"6000,","Free",3,21
"411","Acura Accessories",0,473412512,0,1,6000,"6000,6006,","Free",3,21
"412","ProfitCents / Sageworks Industry Data & Analysis",0,480226701,1,1,6000,"6000,6015,","Free",5,21
"413","Red e App",0,484324903,1,1,6000,"6000,6005,","Free",4.5,21
"414","AvonDialer",0,485290876,1,1,6000,"6000,6005,","Free",3.5,21
"415","KView+",0,487064939,1,1,6000,"6000,6002,","Free",2.5,21
"416","vMEyePlus",0,491217008,1,1,6000,"6000,6002,","Free",3.5,21
"417","Secure Wallet - Data Vault",0,491571247,1,1,6000,"6000,6002,","Free",3.5,21
"418","Maintenance Mobile",0,493578661,1,1,6000,"6000,","Free",2.5,21
"419","Cookie Scout",0,496673654,1,1,6000,"6000,6002,","Free",3.5,21
"420","DocReviewPad ™",89.99,500256842,0,1,6000,"6000,6007,","89.99 USD",3,21
"421","SmartHD",0,501876860,1,1,6000,"6000,6002,","Free",3,21
"422","DIRECTOR Mobile",0,503008765,1,1,6000,"6000,6007,","Free",2,21
"423","Dealer.com Mobile",0,504330261,1,1,6000,"6000,6007,","Free",2.5,21
"424","Danske Ugenumre",9,507095494,1,1,6000,"6000,6002,","9.0 DKK",2,21
"425","First Data Mobile Pay",0,516309377,1,1,6000,"6000,6015,","Free",2.5,21
"426","IBM Connections Meetings",0,516570259,1,1,6000,"6000,6007,","Free",3.5,21
"427","Autolease Norge",0,518304108,1,1,6000,"6000,","Free",5,21
"428","BusinessCardDesigner - Business Card Maker with AirPrint",1.99,530058716,1,1,6000,"6000,6008,","1.99 USD",3,21
"429","Utah Co Maps",0,533104189,1,1,6000,"6000,6010,","Free",3,21
"430","Real Estate by LooknMove.com",0,537383611,1,1,6000,"6000,6015,","Free",4.5,21
"431","3 Minuten für Ihre Gesundheit",0,538026887,0,1,6000,"6000,6015,","Free",3.5,21
"432","SAP Cloud for Travel and Expense",0,542336377,1,1,6000,"6000,6007,","Free",2,21
"433","ProEye",0,546571654,1,1,6000,"6000,","Free",2.5,21
"434","The Raiser’s Edge®",0,548645490,1,1,6000,"6000,6007,","Free",3,21
"435","Moviestorm: Get Animated In 3d",0,551336347,0,1,6000,"6000,6017,","Free",3.5,21
"436","UNOi",0,551996504,0,1,6000,"6000,6017,","Free",3,21
"437","Mobile Podcaster - Record and Publish Your Podcast to WordPress, Libsyn and Dropbox",2.99,553754359,1,1,6000,"6000,6016,","2.99 USD",3,21
"438","Checkfront",0,559986675,1,1,6000,"6000,6007,","Free",3,21
"439","vMEyeCloud HD",1.99,571823697,0,1,6000,"6000,6002,","1.99 USD",2,21
"440","Pictometry CONNECTMobile",0,574013063,1,1,6000,"6000,6002,","Free",2.5,21
"441","Instore",0,578968748,0,1,6000,"6000,6015,","Free",3.5,21
"442","FlickOrder",0,581251212,1,1,6000,"6000,6023,","Free",3.5,21
"443","云视通",0,583826804,1,1,6000,"6000,6008,","Free",3,21
"444","Alfreð - Atvinnuleit",0,595372909,1,1,6000,"6000,6012,","Free",5,21
"445","YPO Events",0,599068161,1,1,6000,"6000,6007,","Free",4,21
"446","Hair Stylist Appointments",7.99,599705328,1,1,6000,"6000,6007,","7.99 USD",3,21
"447","ConcurGov",0,601102626,1,1,6000,"6000,6003,","Free",2.5,21
"448","MobiWork",0,601388778,1,1,6000,"6000,6007,","Free",4,21
"449","ProcessNow Mobile",0,603812512,1,1,6000,"6000,6015,","Free",2.5,21
"450","AppFlower",0,608004391,1,1,6000,"6000,","Free",4.5,21
"451","ServiceTrade",0,633457052,1,1,6000,"6000,6007,","Free",4,21
"452","Thompson Kenny",0,635968431,1,1,6000,"6000,6015,","Free",4.5,21
"453","iOrari",0,661886282,1,1,6000,"6000,6007,","Free",4.5,21
"454","Mobi Print for Mobile Printers",0,701088704,1,1,6000,"6000,6007,","Free",3.5,21
"455","iMFM",0,710472063,1,1,6000,"6000,","Free",2.5,21
"456","Experteer Gehaltsrechner - verdienen Sie genug? Stellenangebote & Jobs nach Gehalt finden",0,767395289,1,1,6000,"6000,","Free",4,21
"457","Vista Vapors",0,773383072,1,1,6000,"6000,","Free",4.5,21
"458","UR Jobsite - United Rentals",0,808843193,1,1,6000,"6000,6007,","Free",4,21
"459","South Broward MLS to Go App",0,816552643,1,1,6000,"6000,6012,","Free",4,21
"460","Real Estate Income Magazine - Investment Strategies - Investing in Home & Commercial Properties - Buying and Selling Property",0,824300933,1,1,6000,"6000,6021,","Free",4,21
"461","Consultant Buddy: Party Calculator free",0,830531474,1,1,6000,"6000,6007,","Free",3,21
"462","Cyberoam iAccess",0,849010386,1,1,6000,"6000,6002,","Free",2.5,21
"463","Eco Cr-AT",24.99,852343368,1,1,6000,"6000,6007,","24.99 USD",4.5,21
"464","blauarbeit",0,853098589,1,1,6000,"6000,","Free",2.5,21
"465","旺服-店铺会员管理、储值计次、收银记账",0,864319926,1,1,6000,"6000,6015,","Free",3,21
"466","SMLC2GO - by Savannah MLS",0,867676267,1,1,6000,"6000,6012,","Free",4.5,21
"467","AA MyDrive",0,870538921,1,1,6000,"6000,","Free",1.5,21
"468","Lead Retrieval & Mobile CRM",0,881334947,1,1,6000,"6000,6007,","Free",4,21
"469","HomeGauge Companion",0,881517977,1,1,6000,"6000,6002,","Free",2.5,21
"470","TradeRev",0,886779098,1,1,6000,"6000,6002,","Free",4,21
"471","Picket Fence Real Estate MLS",0,887062884,1,1,6000,"6000,6015,","Free",4.5,21
"472","ShopandScan",0,899985215,1,1,6000,"6000,","Free",1.5,21
"473","Ideal Installer Connect",0,905388976,1,1,6000,"6000,","Free",2.5,21
"474","Dataminr",0,927068353,1,1,6000,"6000,6009,","Free",4.5,21
"475","Moore Oil",0,931212826,1,1,6000,"6000,6002,","Free",4.5,21
"476","PDF to Pages - Convert PDF file to iWork Pages",0,944905530,1,1,6000,"6000,6007,","Free",2.5,21
"477","RainSoft REMIND®",0,945457727,1,1,6000,"6000,","Free",3,21
"478","Citrix VPN",0,951140681,1,1,6000,"6000,6007,","Free",3,21
"479","iSolved Timeforce",0,952459124,1,1,6000,"6000,6007,","Free",2,21
"480","MK Events",0,952548073,1,1,6000,"6000,6012,","Free",5,21
"481","Windstream Online Mobile",0,956585952,1,1,6000,"6000,","Free",2.5,21
"482","InterviewStream Mobile",0,959613832,1,1,6000,"6000,6017,","Free",1.5,21
"483","Earplug",4.99,962141384,1,1,6000,"6000,6003,","4.99 USD",4,21
"484","MindTickle",0,965785490,1,1,6000,"6000,","Free",3.5,21
"485","Factory for SliderShow(8000+ Templates,Chart)",0,997604685,1,1,6000,"6000,6007,","Free",3,21
"486","SilverScript",0,1000779897,0,1,6000,"6000,","Free",2.5,21
"487","EcoWater Systems Wi-Fi Manager",0,1001681721,1,1,6000,"6000,6002,","Free",2.5,21
"488","福佑卡车货主版",0,1011695242,1,1,6000,"6000,6007,","Free",4.5,21
"489","安合网",0,1017221198,1,1,6000,"6000,","Free",5,21
"490","CovenantDrive",0,1034869569,1,1,6000,"6000,","Free",3,21
"491","Бизнес Радио - новости, курсы валют онлайн",0,1043449790,1,1,6000,"6000,6009,","Free",5,21
"492","The Driving For Dollars App",0,1047114587,1,1,6000,"6000,6007,","Free",4,21
"493","Repsly Mobile CRM",0,1061542711,1,1,6000,"6000,6007,","Free",3,21
"494","DealerClick DMS",0,1063294325,1,1,6000,"6000,","Free",5,21
"495","Rompslomp",0,1063777375,1,1,6000,"6000,6015,","Free",4.5,21
"496","Fax Plus- Send fax from iPhone or iPad",0,1064034962,1,1,6000,"6000,","Free",4,21
"497","ShotSpotter Respond",0,1096820077,1,1,6000,"6000,","Free",3.5,21
"498","Lowe’s PreLoad",0,1128950160,1,1,6000,"6000,6015,","Free",2.5,21
"499","服装微加工-领先的服装加工信息交流平台",0,1131116677,1,1,6000,"6000,6002,","Free",4,21
"500","Wix Restaurants",0,1132968329,1,1,6000,"6000,6023,","Free",2.5,21
"501","SEO Pro - Website Tools",0,1133587061,1,1,6000,"6000,6007,","Free",3.5,21
"502","Carloha - Buy & Sell Used Cars",0,1134674960,1,1,6000,"6000,","Free",4,21
"503","Estascontratado.com",0,1134962595,1,1,6000,"6000,6002,","Free",4.5,21
"504","Swoop Towing",0,1144643852,1,1,6000,"6000,","Free",4,21
"505","Drillinginfo",0,1156350538,1,1,6000,"6000,6007,","Free",5,21
"506","TheLorry",0,1162581385,1,1,6000,"6000,6003,","Free",2.5,21
"507","链石商城--石材互联网生态平台",0,1176039563,1,1,6000,"6000,","Free",4,21
"508","eRSP Mobile Connect",0,1203352192,1,1,6000,"6000,","Free",3.5,21
"509","PandaDoc",0,1210645479,1,1,6000,"6000,6007,","Free",4.5,21
"510","CaddyKing",0,1229570689,1,1,6000,"6000,6002,","Free",4,21
"511","Lash and Carry",0,1250117833,1,1,6000,"6000,6013,","Free",3,21
"512","Crop",0,1250904046,1,1,6000,"6000,","Free",4.5,21
"513","Deltaworx",0,1255553447,1,1,6000,"6000,6017,","Free",4,21
"514","Pay Link: Send Stripe Invoices",0,1262670032,1,1,6000,"6000,6015,","Free",4.5,21
"515","1ELD",0,1263419179,1,1,6000,"6000,6015,","Free",3,21
"516","iAutoScan For Auto Dealers",0,1270385103,1,1,6000,"6000,6002,","Free",4.5,21
"517","好租",0,1271314601,1,1,6000,"6000,6007,","Free",4.5,21
"518","FileMaker Go 17",0,1274628191,1,1,6000,"6000,6007,","Free",4.5,21
"519","MAKA做出好设计",0,1287016336,1,1,6000,"6000,6008,","Free",4.5,21
"520","星晨皮肤顾问",0,1296190304,0,1,6000,"6000,","Free",4.5,21
"521","Laborum.com | Empleos",0,1296298888,1,1,6000,"6000,6005,","Free",3,21
"522","Communication Guys",0,1297809443,1,1,6000,"6000,6017,","Free",5,21
"523","일다오",0,1305612001,1,1,6000,"6000,","Free",5,21
"524","Streetbee Pro",0,1309466455,1,1,6000,"6000,6012,","Free",3,21
"525","IKEA For you",0,1314384429,1,1,6000,"6000,","Free",1.5,21
"526","Yeşiltaylar Hurda Metal Fiyat",0,1333466488,1,1,6000,"6000,6002,","Free",4.5,21
"527","Ivy Pay - Therapist app",0,1354328584,1,1,6000,"6000,6015,","Free",4.5,21
"528","租葛亮",0,1356000004,1,1,6000,"6000,6024,","Free",4,21
"529","Harvard Business Review",0,1364343187,1,1,6000,"6000,6021,","Free",4.5,21
"530","Vote Korea",0,1383757424,1,1,6000,"6000,6007,","Free",4.5,21
"531","Sellsuki - Social Commerce",0,1387431973,1,1,6000,"6000,6002,","Free",3.5,21
"532","Terd Thai On Mobile",0,1397166572,1,1,6000,"6000,","Free",4.5,21
"533","Quick Base",0,1412251804,1,0,6000,"6000,6007,","Free",5,21
"534","Bazar Gallery",0,1434023612,1,1,6000,"6000,6024,","Free",4.5,21
"535","Bdjobs",0,1435728822,1,1,6000,"6000,","Free",3,21
"536","GeoOp Job Management",0,342852026,1,1,6000,"6000,6002,","Free",3,20
"537","CroozeMODE",0,351531808,1,1,6000,"6000,6007,","Free",4,20
"538","Mobile Transcript",0,354858818,1,1,6000,"6000,6007,","Free",3,20
"539","Fax Print Share",7.99,355314114,1,1,6000,"6000,6007,","7.99 USD",4,20
"540","Lexus Of Brighton DealerApp",0,361147119,1,1,6000,"6000,6012,","Free",3.5,20
"541","Lease Maker",4.99,367292858,1,1,6000,"6000,6007,","4.99 USD",3,20
"542","Receipts For You",1.99,368574906,1,1,6000,"6000,6007,","1.99 USD",3.5,20
"543","Scatter Graph",0.99,369878308,1,1,6000,"6000,6017,","0.99 USD",2.5,20
"544","iPreFlight Genesis",0,370256838,0,1,6000,"6000,6003,","Free",3,20
"545","Laser Align",0,371520051,1,1,6000,"6000,6007,","Free",4,20
"546","FM Signal",0,371809255,1,1,6000,"6000,6017,","Free",4,20
"547","Private Investigator Detective UK",0,380077867,1,1,6000,"6000,6012,","Free",2,20
"548","Cadremploi : Offres d’Emploi",0,383089648,1,1,6000,"6000,6015,","Free",4,20
"549","iNetView",0,384373445,0,1,6000,"6000,6002,","Free",1.5,20
"550","Business Card Manager Lite",0,385231724,1,1,6000,"6000,6007,","Free",2,20
"551","Online Trading Academy",0,397734799,1,1,6000,"6000,6015,","Free",4,20
"552","ZOOMcatalog",0,400201698,1,1,6000,"6000,6006,","Free",4.5,20
"553","Mobile Faves",0,406033421,1,1,6000,"6000,6007,","Free",5,20
"554","quick-mix Hausdesigner",0,424793341,1,1,6000,"6000,6007,","Free",1.5,20
"555","SpeakText for eBook",16.99,425908555,1,1,6000,"6000,6018,","16.99 USD",3,20
"556","IMSeye",0,434810077,1,1,6000,"6000,6002,","Free",3.5,20
"557","Steton 360 - MA",0,437088159,1,1,6000,"6000,6007,","Free",3,20
"558","LexisNexis® Accurint® Mobile",0,437590816,1,1,6000,"6000,","Free",3,20
"559","Solar Payback (UK)",41.99,442124068,1,1,6000,"6000,6002,","41.99 GBP",4,20
"560","PartnerLIFT",0,444080478,1,1,6000,"6000,6007,","Free",4.5,20
"561","iReDial",0,445594077,1,1,6000,"6000,6002,","Free",1.5,20
"562","Anet무료국제전화",0,448121491,1,1,6000,"6000,6005,","Free",2.5,20
"563","BematechChef",0,450242372,1,1,6000,"6000,6007,","Free",3.5,20
"564","Shifty Jr",0,451517310,0,1,6000,"6000,6007,","Free",3.5,20
"565","webPOS",0,452101212,1,1,6000,"6000,","Free",4,20
"566","PAYscan Mobile",0,453608243,1,1,6000,"6000,6015,","Free",4,20
"567","OnBase Mobile for iPad",0,460088315,0,1,6000,"6000,6007,","Free",4.5,20
"568","Readiris",14.99,465616942,0,1,6000,"6000,6007,","14.99 USD",2.5,20
"569","DoMobile Go",0,480094948,1,1,6000,"6000,6002,","Free",3,20
"570","Wholesale Merchandise Sources",0,485043328,1,1,6000,"6000,","Free",4,20
"571","CAKE by Accelerize",0,487902075,1,1,6000,"6000,6002,","Free",3,20
"572","POS",0,491289593,1,1,6000,"6000,6015,","Free",3.5,20
"573","Salesgenie",0,492208933,1,1,6000,"6000,6006,","Free",2,20
"574","UNIVERGE MC550 Classic",0,494604213,1,1,6000,"6000,6007,","Free",5,20
"575","Field Pad",1600,497351496,1,1,6000,"6000,","1600.0 JPY",2.5,20
"576","NOVAtime Mobile for iPhone",0,504119804,1,1,6000,"6000,","Free",2,20
"577","iFTP Pro - The File Transfer, Manager and Editor",0.99,504164234,1,1,6000,"6000,6007,","0.99 USD",3.5,20
"578","WorkTeams",0,512921370,1,1,6000,"6000,6007,","Free",3.5,20
"579","WorkSite Mobility 2",0,515997229,1,1,6000,"6000,6007,","Free",3.5,20
"580","SM Job Search-Jobjuice",14.99,527415053,1,1,6000,"6000,6005,","14.99 USD",4.5,20
"581","Start Lite (Web to PDF + Browser)",0,534951554,0,1,6000,"6000,6002,","Free",3,20
"582","Safety Reports Inspection App",0,536327518,1,1,6000,"6000,6007,","Free",5,20
"583","Просто Купи! Pro",5.49,550881123,1,1,6000,"6000,6024,","5.49 EUR",4,20
"584","agIndex",0,553864570,1,1,6000,"6000,6007,","Free",4.5,20
"585","My Franchise",0,555226185,1,1,6000,"6000,6012,","Free",4.5,20
"586","SASi",0,556495514,0,1,6000,"6000,","Free",4.5,20
"587","Prevue GE",0,570619481,1,1,6000,"6000,6007,","Free",4,20
"588","新光保全-守護城市",0,575819193,1,1,6000,"6000,","Free",2.5,20
"589","Super KWeye+",0,581144081,1,1,6000,"6000,","Free",3.5,20
"590","IBM Notes Traveler To Do",0,582651945,1,1,6000,"6000,6007,","Free",3,20
"591","Small Business & Startup Ideas",0,583498069,1,1,6000,"6000,6017,","Free",4.5,20
"592","NYC Buildings",0,589095573,1,1,6000,"6000,6007,","Free",3,20
"593","TradeHelper",0,592477838,1,1,6000,"6000,","Free",4,20
"594","Meeting Expectations",0,596846055,0,1,6000,"6000,6002,","Free",4,20
"595","DocAgent Mobile",0,597917849,1,1,6000,"6000,6007,","Free",2.5,20
"596","CDK Service Connect",0,604189863,1,1,6000,"6000,6007,","Free",3,20
